item_code,construct,construct_label,origin,lang,language_name,primary,text
pa2,FEAR,Fear / Pragmatism,,LT,Lithuanian,yes,"Jausčiausi saugiau, jei bet kokia kaina būtų pasiekta taika su tokiomis šalimis kaip Rusija ar Kinija"
pa2,FEAR,Fear / Pragmatism,,FA,Persian (Farsi),no,اگر صلح با کشورهایی مانند روسیه یا چین به هر قیمتی برقرار شود، احساس امنیت بیشتری خواهم کرد.
pa2,FEAR,Fear / Pragmatism,,PL,Polish,yes,"Czułbym się bezpieczniej, gdyby za wszelką cenę udało się zawrzeć pokój z krajami takimi jak Rosja czy Chiny"
pa2,FEAR,Fear / Pragmatism,,RU,Russian,yes,"Я бы чувствовал себя в большей безопасности, если бы мир с такими странами, как Россия или Китай, был достигнут любой ценой."
pa2,FEAR,Fear / Pragmatism,,SR,Serbian,yes,Осећао бих се сигурније када би се по сваку цену постигао мир са земљама попут Русије или Кине
pa2,FEAR,Fear / Pragmatism,,TR,Turkish,yes,Rusya veya Çin gibi ülkelerle her ne pahasına olursa olsun barış sağlanırsa kendimi daha güvende hissederim
pa2,FEAR,Fear / Pragmatism,,UK,Ukrainian,no,"Я б почувався в більшій безпеці, якби мир з такими країнами, як Росія чи Китай, був досягнутий будь-якою ціною"
pa4,FEAR,Fear / Pragmatism,,EN,English,yes,I’m anxious about the consequences of a conflict with countries like Russia or China
pa4,FEAR,Fear / Pragmatism,,AR,Arabic,no,أنا قلق بشأن عواقب الصراع مع دول مثل روسيا أو الصين
pa4,FEAR,Fear / Pragmatism,,BG,Bulgarian,yes,Притеснявам се за последствията от конфликт със страни като Русия или Китай
pa4,FEAR,Fear / Pragmatism,,ZH-S,Chinese (Simplified),no,我对与俄罗斯或中国等国家发生冲突的后果感到担忧
pa4,FEAR,Fear / Pragmatism,,NL,Dutch,yes,Ik maak me zorgen over de gevolgen van een conflict met landen als Rusland of China
pa4,FEAR,Fear / Pragmatism,,ET,Estonian,yes,Olen mures konflikti tagajärgede pärast selliste riikidega nagu Venemaa või Hiina
pa4,FEAR,Fear / Pragmatism,,FR,French,yes,Je suis inquiet des conséquences d’un conflit avec des pays comme la Russie ou la Chine
pa4,FEAR,Fear / Pragmatism,,KAT,Georgian,no,მე შეშფოთებული ვარ რუსეთის ან ჩინეთის მსგავს ქვეყნებთან კონფლიქტის შედეგებით.
pa4,FEAR,Fear / Pragmatism,,DE,German,yes,Ich mache mir Sorgen über die Folgen eines Konflikts mit Ländern wie Russland oder China
pa4,FEAR,Fear / Pragmatism,,HU,Hungarian,yes,"Aggódom egy olyan országgal való konfliktus következményei miatt, mint Oroszország vagy Kína."
pa4,FEAR,Fear / Pragmatism,,IT,Italian,yes,Sono preoccupato per le conseguenze di un conflitto con paesi come la Russia o la Cina
pa4,FEAR,Fear / Pragmatism,,LV,Latvian,yes,"Jūtu raizes par sekām, ko varētu radīt konflikts ar tādām valstīm kā Krievija vai Ķīna"
pa4,FEAR,Fear / Pragmatism,,LT,Lithuanian,yes,Man neramu dėl konflikto su tokiomis šalimis kaip Rusija ar Kinija pasekmių
pa4,FEAR,Fear / Pragmatism,,FA,Persian (Farsi),no,من نگران عواقب درگیری با کشورهایی مانند روسیه یا چین هستم.
pa4,FEAR,Fear / Pragmatism,,PL,Polish,yes,Martwię się konsekwencjami konfliktu z krajami takimi jak Rosja czy Chiny
pa4,FEAR,Fear / Pragmatism,,RU,Russian,yes,"Меня беспокоят последствия конфликта с такими странами, как Россия или Китай."
pa4,FEAR,Fear / Pragmatism,,SR,Serbian,yes,Забринут сам због последица сукоба са земљама попут Русије или Кине
pa4,FEAR,Fear / Pragmatism,,TR,Turkish,yes,Rusya veya Çin gibi ülkelerle yaşanacak bir çatışmanın sonuçları konusunda endişeliyim
pa4,FEAR,Fear / Pragmatism,,UK,Ukrainian,no,"Я стурбований наслідками конфлікту з такими країнами, як Росія чи Китай"
fru1,SUPF,Foreign-Power Admiration — Russia,,EN,English,yes,"To a certain extent, I admire Russia"
fru1,SUPF,Foreign-Power Admiration — Russia,,AR,Arabic,no,إلى حد ما، أنا معجب بروسيا
fru1,SUPF,Foreign-Power Admiration — Russia,,BG,Bulgarian,yes,До известна степен се възхищавам на Русия
fru1,SUPF,Foreign-Power Admiration — Russia,,ZH-S,Chinese (Simplified),no,在某种程度上，我钦佩俄罗斯
fru1,SUPF,Foreign-Power Admiration — Russia,,NL,Dutch,yes,Tot op zekere hoogte bewonder ik Rusland
fru1,SUPF,Foreign-Power Admiration — Russia,,ET,Estonian,yes,Imetlen Venemaad teatud määral
fru1,SUPF,Foreign-Power Admiration — Russia,,FR,French,yes,"Dans une certaine mesure, j'admire la Russie"
fru1,SUPF,Foreign-Power Admiration — Russia,,KAT,Georgian,no,"გარკვეულწილად, მე აღფრთოვანებული ვარ რუსეთით"
fru1,SUPF,Foreign-Power Admiration — Russia,,DE,German,yes,Bis zu einem gewissen Grad bewundere ich Russland
fru1,SUPF,Foreign-Power Admiration — Russia,,HU,Hungarian,yes,Bizonyos mértékig csodálom Oroszországot
fru1,SUPF,Foreign-Power Admiration — Russia,,IT,Italian,yes,In una certa misura ammiro la Russia
fru1,SUPF,Foreign-Power Admiration — Russia,,LV,Latvian,yes,Zināmā mērā es apbrīnoju Krieviju
fru1,SUPF,Foreign-Power Admiration — Russia,,LT,Lithuanian,yes,Tam tikra prasme aš žaviuosi Rusija
fru1,SUPF,Foreign-Power Admiration — Russia,,FA,Persian (Farsi),no,تا حدودی، من روسیه را تحسین می‌کنم.
fru1,SUPF,Foreign-Power Admiration — Russia,,PL,Polish,yes,Do pewnego stopnia podziwiam Rosję
fru1,SUPF,Foreign-Power Admiration — Russia,,RU,Russian,yes,В определенной степени я восхищаюсь Россией.
fru1,SUPF,Foreign-Power Admiration — Russia,,SR,Serbian,yes,"До извесне мере, дивим се Русији"
fru1,SUPF,Foreign-Power Admiration — Russia,,TR,Turkish,yes,Bir bakıma Rusya'ya hayranım
fru1,SUPF,Foreign-Power Admiration — Russia,,UK,Ukrainian,no,Певною мірою я захоплююся Росією
fru2,SUPF,Foreign-Power Admiration — Russia,,EN,English,yes,Sometimes I feel inspired by Russia
fru2,SUPF,Foreign-Power Admiration — Russia,,AR,Arabic,no,أحيانًا أشعر بالإلهام من روسيا
fru2,SUPF,Foreign-Power Admiration — Russia,,BG,Bulgarian,yes,Понякога се чувствам вдъхновен/а от Русия
fru2,SUPF,Foreign-Power Admiration — Russia,,ZH-S,Chinese (Simplified),no,有时我会受到俄罗斯的启发
fru2,SUPF,Foreign-Power Admiration — Russia,,NL,Dutch,yes,Soms voel ik mij geïnspireerd door Rusland
fru2,SUPF,Foreign-Power Admiration — Russia,,ET,Estonian,yes,Tunnen end vahel Venemaast inspireerituna
fru2,SUPF,Foreign-Power Admiration — Russia,,FR,French,yes,"Parfois, je me sens inspiré par la Russie"
fru2,SUPF,Foreign-Power Admiration — Russia,,KAT,Georgian,no,ხანდახან რუსეთით ვარ შთაგონებული
fru2,SUPF,Foreign-Power Admiration — Russia,,DE,German,yes,Manchmal fühle ich mich von Russland inspiriert
fru2,SUPF,Foreign-Power Admiration — Russia,,HU,Hungarian,yes,Néha Oroszország inspirál
fru2,SUPF,Foreign-Power Admiration — Russia,,IT,Italian,yes,A volte mi sento ispirato dalla Russia
fru2,SUPF,Foreign-Power Admiration — Russia,,LV,Latvian,yes,Dažreiz mani iedvesmo Krievija
fru2,SUPF,Foreign-Power Admiration — Russia,,LT,Lithuanian,yes,Kartais Rusijos veiksmai mane įkvepia
fru2,SUPF,Foreign-Power Admiration — Russia,,FA,Persian (Farsi),no,بعضی وقت‌ها از روسیه الهام می‌گیرم.
fru2,SUPF,Foreign-Power Admiration — Russia,,PL,Polish,yes,Czasami czuję inspirację Rosją
fru2,SUPF,Foreign-Power Admiration — Russia,,RU,Russian,yes,Иногда меня вдохновляет Россия.
fru2,SUPF,Foreign-Power Admiration — Russia,,SR,Serbian,yes,Понекад ме инспирише Русија
fru2,SUPF,Foreign-Power Admiration — Russia,,TR,Turkish,yes,Bazen Rusya'dan ilham alıyorum
fru2,SUPF,Foreign-Power Admiration — Russia,,UK,Ukrainian,no,Іноді мене надихає Росія
fru3,SUPF,Foreign-Power Admiration — Russia,,EN,English,yes,Russia gives me hope
fru3,SUPF,Foreign-Power Admiration — Russia,,AR,Arabic,no,روسيا تمنحني الأمل
fru3,SUPF,Foreign-Power Admiration — Russia,,BG,Bulgarian,yes,Русия ми дава надежда
fru3,SUPF,Foreign-Power Admiration — Russia,,ZH-S,Chinese (Simplified),no,俄罗斯给了我希望
fru3,SUPF,Foreign-Power Admiration — Russia,,NL,Dutch,yes,Rusland geeft mij hoop
fru3,SUPF,Foreign-Power Admiration — Russia,,ET,Estonian,yes,Venemaa annab mulle lootust
fru3,SUPF,Foreign-Power Admiration — Russia,,FR,French,yes,La Russie me donne de l'espoir
fru3,SUPF,Foreign-Power Admiration — Russia,,KAT,Georgian,no,რუსეთი იმედს მაძლევს
fru3,SUPF,Foreign-Power Admiration — Russia,,DE,German,yes,Russland gibt mir Hoffnung
fru3,SUPF,Foreign-Power Admiration — Russia,,HU,Hungarian,yes,Oroszország reményt ad nekem
fru3,SUPF,Foreign-Power Admiration — Russia,,IT,Italian,yes,La Russia mi dà speranza
fru3,SUPF,Foreign-Power Admiration — Russia,,LV,Latvian,yes,Krievija man dod cerību
fru3,SUPF,Foreign-Power Admiration — Russia,,LT,Lithuanian,yes,Rusija man suteikia vilties
fru3,SUPF,Foreign-Power Admiration — Russia,,FA,Persian (Farsi),no,روسیه به من امید می‌دهد.
fru3,SUPF,Foreign-Power Admiration — Russia,,PL,Polish,yes,Rosja daje mi nadzieję
fru3,SUPF,Foreign-Power Admiration — Russia,,RU,Russian,yes,Россия дает мне надежду.
fru3,SUPF,Foreign-Power Admiration — Russia,,SR,Serbian,yes,Русија ми даје наду
fru3,SUPF,Foreign-Power Admiration — Russia,,TR,Turkish,yes,Rusya bana umut veriyor
fru3,SUPF,Foreign-Power Admiration — Russia,,UK,Ukrainian,no,Росія дає мені надію
fch1,SUPFCH,Foreign-Power Admiration — China,,EN,English,yes,"To a certain extent, I admire China"
fch1,SUPFCH,Foreign-Power Admiration — China,,AR,Arabic,no,إلى حد ما، أنا معجب بالصين
fch1,SUPFCH,Foreign-Power Admiration — China,,BG,Bulgarian,yes,До известна степен се възхищавам на Китай
fch1,SUPFCH,Foreign-Power Admiration — China,,ZH-S,Chinese (Simplified),no,在某种程度上，我钦佩中国
fch1,SUPFCH,Foreign-Power Admiration — China,,NL,Dutch,yes,Tot op zekere hoogte bewonder ik China
fch1,SUPFCH,Foreign-Power Admiration — China,,ET,Estonian,yes,Imetlen Hiinat teatud määral
fch1,SUPFCH,Foreign-Power Admiration — China,,FR,French,yes,"Dans une certaine mesure, j'admire la Chine"
fch1,SUPFCH,Foreign-Power Admiration — China,,KAT,Georgian,no,"გარკვეულწილად, მე აღფრთოვანებული ვარ ჩინეთით"
fch1,SUPFCH,Foreign-Power Admiration — China,,DE,German,yes,Bis zu einem gewissen Grad bewundere ich China
fch1,SUPFCH,Foreign-Power Admiration — China,,HU,Hungarian,yes,Bizonyos mértékig csodálom Kínát
fch1,SUPFCH,Foreign-Power Admiration — China,,IT,Italian,yes,In una certa misura ammiro la Cina
fch1,SUPFCH,Foreign-Power Admiration — China,,LV,Latvian,yes,Zināmā mērā es apbrīnoju Ķīnu
fch1,SUPFCH,Foreign-Power Admiration — China,,LT,Lithuanian,yes,Tam tikra prasme aš žaviuosi Kinija
fch1,SUPFCH,Foreign-Power Admiration — China,,FA,Persian (Farsi),no,تا حدودی، من چین را تحسین می‌کنم.
fch1,SUPFCH,Foreign-Power Admiration — China,,PL,Polish,yes,Do pewnego stopnia podziwiam Chiny
fch1,SUPFCH,Foreign-Power Admiration — China,,RU,Russian,yes,В определенной степени я восхищаюсь Китаем.
fch1,SUPFCH,Foreign-Power Admiration — China,,SR,Serbian,yes,"До извесне мере, дивим се Кини"
fch1,SUPFCH,Foreign-Power Admiration — China,,TR,Turkish,yes,Bir bakıma Çin'e hayranım
fch1,SUPFCH,Foreign-Power Admiration — China,,UK,Ukrainian,no,Певною мірою я захоплююся Китаєм
fch2,SUPFCH,Foreign-Power Admiration — China,,EN,English,yes,Sometimes I feel inspired by China
fch2,SUPFCH,Foreign-Power Admiration — China,,AR,Arabic,no,أحيانًا أشعر بالإلهام من الصين
fch2,SUPFCH,Foreign-Power Admiration — China,,BG,Bulgarian,yes,Понякога се чувствам вдъхновен/а от Китай
fch2,SUPFCH,Foreign-Power Admiration — China,,ZH-S,Chinese (Simplified),no,有时我会受到中国的启发
fch2,SUPFCH,Foreign-Power Admiration — China,,NL,Dutch,yes,Soms voel ik mij geïnspireerd door China
fch2,SUPFCH,Foreign-Power Admiration — China,,ET,Estonian,yes,Tunnen end vahel Hiinast inspireerituna
fch2,SUPFCH,Foreign-Power Admiration — China,,FR,French,yes,"Parfois, je me sens inspiré par la Chine"
fch2,SUPFCH,Foreign-Power Admiration — China,,KAT,Georgian,no,ზოგჯერ ჩინეთით შთაგონებას ვგრძნობ
fch2,SUPFCH,Foreign-Power Admiration — China,,DE,German,yes,Manchmal fühle ich mich von China inspiriert
fch2,SUPFCH,Foreign-Power Admiration — China,,HU,Hungarian,yes,Néha Kína inspirál
fch2,SUPFCH,Foreign-Power Admiration — China,,IT,Italian,yes,A volte mi sento ispirato dalla Cina
fch2,SUPFCH,Foreign-Power Admiration — China,,LV,Latvian,yes,Dažreiz mani iedvesmo Ķīna
fch2,SUPFCH,Foreign-Power Admiration — China,,LT,Lithuanian,yes,Kartais Kinijos veiksmai mane įkvepia
fch2,SUPFCH,Foreign-Power Admiration — China,,FA,Persian (Farsi),no,بعضی وقت‌ها از چین الهام می‌گیرم.
fch2,SUPFCH,Foreign-Power Admiration — China,,PL,Polish,yes,Czasami czuję inspirację Chinami
fch2,SUPFCH,Foreign-Power Admiration — China,,RU,Russian,yes,Иногда меня вдохновляет Китай.
fch2,SUPFCH,Foreign-Power Admiration — China,,SR,Serbian,yes,Понекад ме Кина инспирише
fch2,SUPFCH,Foreign-Power Admiration — China,,TR,Turkish,yes,Bazen Çin'den ilham alıyorum
fch2,SUPFCH,Foreign-Power Admiration — China,,UK,Ukrainian,no,Іноді мене надихає Китай
fch3,SUPFCH,Foreign-Power Admiration — China,,EN,English,yes,China gives me hope
fch3,SUPFCH,Foreign-Power Admiration — China,,AR,Arabic,no,الصين تمنحني الأمل
fch3,SUPFCH,Foreign-Power Admiration — China,,BG,Bulgarian,yes,Китай ми дава надежда
fch3,SUPFCH,Foreign-Power Admiration — China,,ZH-S,Chinese (Simplified),no,中国给了我希望
fch3,SUPFCH,Foreign-Power Admiration — China,,NL,Dutch,yes,China geeft mij hoop
fch3,SUPFCH,Foreign-Power Admiration — China,,ET,Estonian,yes,Hiina annab mulle lootust
fch3,SUPFCH,Foreign-Power Admiration — China,,FR,French,yes,La Chine me donne de l'espoir
fch3,SUPFCH,Foreign-Power Admiration — China,,KAT,Georgian,no,ჩინეთი იმედს მაძლევს
fch3,SUPFCH,Foreign-Power Admiration — China,,DE,German,yes,China gibt mir Hoffnung
fch3,SUPFCH,Foreign-Power Admiration — China,,HU,Hungarian,yes,Kína reményt ad nekem
fch3,SUPFCH,Foreign-Power Admiration — China,,IT,Italian,yes,La Cina mi dà speranza
fch3,SUPFCH,Foreign-Power Admiration — China,,LV,Latvian,yes,Ķīna man dod cerību
fch3,SUPFCH,Foreign-Power Admiration — China,,LT,Lithuanian,yes,Kinija man suteikia vilties
fch3,SUPFCH,Foreign-Power Admiration — China,,FA,Persian (Farsi),no,چین به من امید می‌دهد.
fch3,SUPFCH,Foreign-Power Admiration — China,,PL,Polish,yes,Chiny dają mi nadzieję
fch3,SUPFCH,Foreign-Power Admiration — China,,RU,Russian,yes,Китай дает мне надежду.
fch3,SUPFCH,Foreign-Power Admiration — China,,SR,Serbian,yes,Кина ми даје наду
fch3,SUPFCH,Foreign-Power Admiration — China,,TR,Turkish,yes,Çin bana umut veriyor
fch3,SUPFCH,Foreign-Power Admiration — China,,UK,Ukrainian,no,Китай дає мені надію
news1,FIMI,FIMI detection criterion,Russian-origin,EN,English,yes,Zelenskyy bought a British mansion from King Charles for 20 million pounds
news1,FIMI,FIMI detection criterion,Russian-origin,AR,Arabic,no,زيلينسكي اشترى قصرًا بريطانيًا من الملك تشارلز مقابل 20 مليون جنيه إسترليني
news1,FIMI,FIMI detection criterion,Russian-origin,BG,Bulgarian,yes,Зеленски купи британско имение от крал Чарлз за 20 милиона паунда
news1,FIMI,FIMI detection criterion,Russian-origin,ZH-S,Chinese (Simplified),no,泽连斯基用2000万英镑从英国国王查尔斯处购入一栋英国豪宅 ​​​​​​​
news1,FIMI,FIMI detection criterion,Russian-origin,NL,Dutch,yes,Zelenskyy kocht een Brits landhuis van koning Charles voor 20 miljoen pond
news1,FIMI,FIMI detection criterion,Russian-origin,ET,Estonian,yes,Zelenski ostis kuningas Charlesilt 20 miljoni naela eest Briti mõisa
news1,FIMI,FIMI detection criterion,Russian-origin,FR,French,yes,Zelensky a acheté un manoir britannique au roi Charles pour 20 millions de livres
news1,FIMI,FIMI detection criterion,Russian-origin,KAT,Georgian,no,ზელენსკიმ მეფე ჩარლზისგან 20 მილიონ ფუნტ სტერლინგად ბრიტანული სასახლე შეიძინა
news1,FIMI,FIMI detection criterion,Russian-origin,DE,German,yes,Selenskyj kauft von König Charles ein britisches Herrenhaus für 20 Millionen Pfund
news1,FIMI,FIMI detection criterion,Russian-origin,HU,Hungarian,yes,Zelenszkij 20 millió fontért vásárolt egy brit kúriát Károly királytól
news1,FIMI,FIMI detection criterion,Russian-origin,IT,Italian,yes,Zelenskyy ha acquistato una villa britannica da Re Carlo per 20 milioni di sterline
news1,FIMI,FIMI detection criterion,Russian-origin,LV,Latvian,yes,Zelenskis no karaļa Čārlza par 20 miljoniem mārciņu iegādājies britu savrupmāju
news1,FIMI,FIMI detection criterion,Russian-origin,LT,Lithuanian,yes,Zelenskis nusipirko dvarą iš Didžiosios Britanijos karaliaus Karolio III už 20 milijonų svarų
news1,FIMI,FIMI detection criterion,Russian-origin,FA,Persian (Farsi),no,زلنسکی عمارتی بریتانیایی را از شاه چارلز به قیمت ۲۰ میلیون پوند خریداری کرد
news1,FIMI,FIMI detection criterion,Russian-origin,PL,Polish,yes,Zełenski kupił od króla Karola brytyjską rezydencję za 20 milionów funtów
news1,FIMI,FIMI detection criterion,Russian-origin,RU,Russian,yes,Зеленский купил у короля Карла британский особняк за 20 миллионов фунтов стерлингов
news1,FIMI,FIMI detection criterion,Russian-origin,SR,Serbian,yes,Зеленски је купио британску вилу од краља Чарлса за 20 милиона фунти
news1,FIMI,FIMI detection criterion,Russian-origin,TR,Turkish,yes,"Zelenskyy, Kral Charles'tan 20 milyon pound değerinde bir İngiliz malikanesi satın aldı"
news1,FIMI,FIMI detection criterion,Russian-origin,UK,Ukrainian,no,Зеленський купив британський особняк у короля Чарльза за 20 мільйонів фунтів стерлінгів
news2,FIMI,FIMI detection criterion,Russian-origin,EN,English,yes,France asked Russia not to touch the French military in Ukraine
news2,FIMI,FIMI detection criterion,Russian-origin,AR,Arabic,no,فرنسا طلبت من روسيا عدم المساس بالجيش الفرنسي في أوكرانيا
news2,FIMI,FIMI detection criterion,Russian-origin,BG,Bulgarian,yes,Франция поиска от Русия да не докосва френските военни в Украйна
news2,FIMI,FIMI detection criterion,Russian-origin,ZH-S,Chinese (Simplified),no,法国要求俄罗斯不要对驻乌法军动手
news2,FIMI,FIMI detection criterion,Russian-origin,NL,Dutch,yes,Frankrijk heeft Rusland gevraagd het Franse leger in Oekraïne niet aan te vallen
news2,FIMI,FIMI detection criterion,Russian-origin,ET,Estonian,yes,Prantsusmaa palus Venemaal mitte puutuda Ukrainas asuvaid Prantsuse sõjaväelasi
news2,FIMI,FIMI detection criterion,Russian-origin,FR,French,yes,La France a demandé à la Russie de ne pas toucher à l'armée française en Ukraine
news2,FIMI,FIMI detection criterion,Russian-origin,KAT,Georgian,no,"საფრანგეთმა რუსეთს მოუწოდა, უკრაინაში მყოფ ფრანგ სამხედროებს არ შეეხოს"
news2,FIMI,FIMI detection criterion,Russian-origin,DE,German,yes,"Frankreich bittet Russland, das französische Militär in der Ukraine nicht anzugreifen"
news2,FIMI,FIMI detection criterion,Russian-origin,HU,Hungarian,yes,"Franciaország arra kérte Oroszországot, hogy ne nyúljon a francia hadsereghez Ukrajnában"
news2,FIMI,FIMI detection criterion,Russian-origin,IT,Italian,yes,La Francia ha chiesto alla Russia di non toccare l'esercito francese in Ucraina
news2,FIMI,FIMI detection criterion,Russian-origin,LV,Latvian,yes,Francija lūdza Krieviju neaiztikt Francijas militārpersonas Ukrainā
news2,FIMI,FIMI detection criterion,Russian-origin,LT,Lithuanian,yes,Prancūzija paprašė Rusijos neliesti prancūzų kariuomenės Ukrainoje
news2,FIMI,FIMI detection criterion,Russian-origin,FA,Persian (Farsi),no,فرانسه از روسیه خواست به نظامیان فرانسوی مستقر در اوکراین آسیبی نرساند
news2,FIMI,FIMI detection criterion,Russian-origin,PL,Polish,yes,Francja zwróciła się do Rosji z prośbą o nieatakowanie wojsk francuskich na terytorium Ukrainy
news2,FIMI,FIMI detection criterion,Russian-origin,RU,Russian,yes,Франция попросила Россию не трогать французских военных в Украине
news2,FIMI,FIMI detection criterion,Russian-origin,SR,Serbian,yes,Француска је затражила од Русије да не дира француску војску у Украјини
news2,FIMI,FIMI detection criterion,Russian-origin,TR,Turkish,yes,"Fransa, Rusya'dan Ukrayna’daki Fransız ordusuna dokunmamasını istedi"
news2,FIMI,FIMI detection criterion,Russian-origin,UK,Ukrainian,no,Франція звернулася до Росії з проханням не чіпати французьких військових в Україні
news3,FIMI,FIMI detection criterion,Russian-origin,EN,English,yes,The 2026 Milan–Cortina d'Ampezzo Olympics and Paralympics will be openly LGBT+
news3,FIMI,FIMI detection criterion,Russian-origin,AR,Arabic,no,ستكون دورة الألعاب الأولمبية والبارالمبية ميلانو-كورتينا دامبيزو 2026 مفتوحة أمام مجتمع LGBT+
news3,FIMI,FIMI detection criterion,Russian-origin,BG,Bulgarian,yes,Олимпийските и Параолимпийските игри в Милано-Кортина д'Ампецо през 2026 г. ще бъдат отворени за ЛГБТ+
news3,FIMI,FIMI detection criterion,Russian-origin,ZH-S,Chinese (Simplified),no,2026 年米兰-科尔蒂纳丹佩佐奥运会和残奥会将公开支持LGBT+ 群体参赛
news3,FIMI,FIMI detection criterion,Russian-origin,NL,Dutch,yes,De Olympische en Paralympische Spelen van 2026 in Milaan-Cortina d'Ampezzo zullen openlijk LGBT+ zijn
news3,FIMI,FIMI detection criterion,Russian-origin,ET,Estonian,yes,2026. aasta Milano-Cortina d'Ampezzo olümpia- ja paraolümpiamängud on avalikult LGBT+ teemalised
news3,FIMI,FIMI detection criterion,Russian-origin,FR,French,yes,Les Jeux olympiques et paralympiques de Milan-Cortina d'Ampezzo 2026 seront ouvertement LGBT+
news3,FIMI,FIMI detection criterion,Russian-origin,KAT,Georgian,no,2026 წლის მილან-კორტინა დ’ამპეცოს ოლიმპიური და პარალიმპიური თამაშები ღიად ლგბტ+ თემებს მიეკუთვნება.
news3,FIMI,FIMI detection criterion,Russian-origin,DE,German,yes,Die Olympischen und Paralympischen Spiele 2026 in Mailand–Cortina d'Ampezzo werden offen LGBT+ sein
news3,FIMI,FIMI detection criterion,Russian-origin,HU,Hungarian,yes,A 2026-os Milánó–Cortina d'Ampezzo olimpia és paralimpia nyíltan LMBT+ lesz
news3,FIMI,FIMI detection criterion,Russian-origin,IT,Italian,yes,Le Olimpiadi e le Paralimpiadi di Milano-Cortina d'Ampezzo 2026 saranno dichiaratamente LGBT+
news3,FIMI,FIMI detection criterion,Russian-origin,LV,Latvian,yes,2026. gada Milānas–Kortīnas d'Ampeco olimpiskās un paralimpiskās spēles atklāti atbalstīs LGBT+
news3,FIMI,FIMI detection criterion,Russian-origin,LT,Lithuanian,yes,2026 m. Milano–Kortinos d'Ampeco olimpinės ir parolimpinės žaidynės bus atvirai pro-LGBT+
news3,FIMI,FIMI detection criterion,Russian-origin,FA,Persian (Farsi),no,المپیک و پارالمپیک میلان-کورتینا دامپتزو ۲۰۲۶ آشکارا متعلق به افراد LGBT+ خواهد بود
news3,FIMI,FIMI detection criterion,Russian-origin,PL,Polish,yes,Igrzyska olimpijskie i paraolimpijskie Mediolan–Cortina d'Ampezzo 2026 będą oficjalnie przyjazne dla osób LGBT+
news3,FIMI,FIMI detection criterion,Russian-origin,RU,Russian,yes,Олимпийские и Паралимпийские игры 2026 года в Милане и Кортина-д’Ампеццо будут открыто ЛГБТ+
news3,FIMI,FIMI detection criterion,Russian-origin,SR,Serbian,yes,Олимпијске и Параолимпијске игре Милано–Кортина Дампецо 2026. године биће јавно ЛГБТ+
news3,FIMI,FIMI detection criterion,Russian-origin,TR,Turkish,yes,2026 Milano–Cortina d'Ampezzo Olimpiyatları ve Paralimpik Oyunları açık şekilde LGBT+ destekçisi olacak
news3,FIMI,FIMI detection criterion,Russian-origin,UK,Ukrainian,no,Олімпійські та Паралімпійські ігри 2026 року в Мілані та Кортіні-д'Ампеццо будуть відкрито ЛГБТ+
news4,FIMI,FIMI detection criterion,Russian-origin,EN,English,yes,The Ukrainian army is looking for a mentor on tolerance working with front line troops
news4,FIMI,FIMI detection criterion,Russian-origin,AR,Arabic,no,الجيش الأوكراني يبحث عن مرشد في مجال التسامح للعمل مع قوات الخطوط الأمامية
news4,FIMI,FIMI detection criterion,Russian-origin,BG,Bulgarian,yes,"Украинската армия търси ментор по толерантност, работещ с войски на фронтовата линия"
news4,FIMI,FIMI detection criterion,Russian-origin,ZH-S,Chinese (Simplified),no,乌克兰军方正在为前线部队寻找一位包容性培训导师 ​​​​​​​
news4,FIMI,FIMI detection criterion,Russian-origin,NL,Dutch,yes,Het Oekraïense leger is op zoek naar een mentor voor tolerantie in samenwerking met troepen aan het front
news4,FIMI,FIMI detection criterion,Russian-origin,ET,Estonian,yes,Ukraina armee otsib sallivuse mentorit rindel olevate vägedega töötamiseks
news4,FIMI,FIMI detection criterion,Russian-origin,FR,French,yes,L'armée ukrainienne recherche un mentor en tolérance travaillant avec les troupes de première ligne
news4,FIMI,FIMI detection criterion,Russian-origin,KAT,Georgian,no,უკრაინის არმია ფრონტის ხაზზე მომუშავე ჯარისკაცებთან ტოლერანტობის საკითხებში მენტორს ეძებს.
news4,FIMI,FIMI detection criterion,Russian-origin,DE,German,yes,Die ukrainische Armee sucht einen Toleranz-Mentor für die Arbeit mit Frontsoldaten
news4,FIMI,FIMI detection criterion,Russian-origin,HU,Hungarian,yes,Az ukrán hadsereg a frontvonalbeli csapatokkal való együttműködésre keres tolerancia mentort
news4,FIMI,FIMI detection criterion,Russian-origin,IT,Italian,yes,L'esercito ucraino è alla ricerca di un esperto sulla tolleranza che lavori con le truppe in prima linea
news4,FIMI,FIMI detection criterion,Russian-origin,LV,Latvian,yes,Ukrainas armija meklē mentoru tolerances jautājumos darbam ar frontes līnijas karavīriem
news4,FIMI,FIMI detection criterion,Russian-origin,LT,Lithuanian,yes,Ukrainos kariuomenė ieško tolerancijos mentoriaus darbui fronto linijose
news4,FIMI,FIMI detection criterion,Russian-origin,FA,Persian (Farsi),no,ارتش اوکراین به دنبال مربی‌ای برای آموزش مدارا برای نیروهای خط مقدم است
news4,FIMI,FIMI detection criterion,Russian-origin,PL,Polish,yes,"Ukraińska armia poszukuje mentora ds. tolerancji, który będzie pracował z żołnierzami pierwszej linii"
news4,FIMI,FIMI detection criterion,Russian-origin,RU,Russian,yes,Украинская армия ищет наставника по толерантности для работы с военнослужащими на передовой
